species,island,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,sex,diet,life_stage,health_metrics,year
Adelie,Torgensen,58.9,19.5,223,7178,male,fish,adult,overweight,2023
Adelie,Torgensen,41.1,15,217,5203,male,fish,juvenile,overweight,2023
Adelie,Torgensen,45.1,14.6,208,6216,male,fish,juvenile,overweight,2023
Adelie,Torgensen,50.6,17.8,238,5776,male,fish,juvenile,overweight,2023
Adelie,Torgensen,31.8,20.6,210,5872,male,fish,juvenile,overweight,2023
Adelie,Torgensen,60.9,16.7,238,6204,male,fish,adult,overweight,2023
Adelie,Torgensen,68.9,19.2,230,5181,male,fish,juvenile,overweight,2023
Adelie,Torgensen,69.9,19.4,264,5774,male,fish,adult,healthy,2023
Adelie,Torgensen,51.1,20.2,229,5208,male,fish,juvenile,overweight,2023
Adelie,Torgensen,47.8,13.8,245,6439,male,fish,juvenile,overweight,2023
Adelie,Torgensen,67.8,18.1,239,7509,male,fish,adult,overweight,2023
Adelie,Torgensen,26.9,15.2,183,3582,female,krill,juvenile,underweight,2023
Adelie,Torgensen,27.7,18.1,194,4725,male,krill,juvenile,healthy,2023
Adelie,Torgensen,28.6,20.3,219,4478,male,krill,juvenile,underweight,2023
Adelie,Torgensen,25,16.2,205,4312,male,krill,juvenile,underweight,2023
Adelie,Torgensen,20.5,19.5,179,4270,female,krill,adult,healthy,2023
Adelie,Torgensen,19.5,15.3,165,4026,female,krill,juvenile,healthy,2023
Adelie,Torgensen,23.3,18.4,178,4030,female,krill,juvenile,healthy,2023
Adelie,Torgensen,31.5,17,194,4073,female,krill,adult,underweight,2023
Adelie,Torgensen,25.1,17.4,166,3974,female,krill,juvenile,healthy,2023
Adelie,Torgensen,26.4,15.6,211,3956,female,krill,juvenile,healthy,2023
Adelie,Torgensen,33.1,19.5,186,4047,female,krill,juvenile,healthy,2023
Adelie,Torgensen,26.9,17.3,219,3287,female,krill,adult,underweight,2023
Adelie,Torgensen,30.9,13.7,199,4901,female,krill,adult,healthy,2023
Adelie,Torgensen,34.2,18.1,223,4584,female,krill,adult,healthy,2023
Adelie,Torgensen,24.3,15.7,188,3583,female,krill,juvenile,underweight,2023
Adelie,Torgensen,25.7,16.5,177,3911,female,krill,juvenile,healthy,2023
Adelie,Torgensen,20.8,18.1,206,3482,female,krill,juvenile,underweight,2023
Adelie,Torgensen,27.5,14.6,187,4394,female,krill,juvenile,overweight,2023
Adelie,Torgensen,21.6,17.4,199,5200,female,krill,adult,overweight,2023
Adelie,Torgensen,22.5,17,161,3857,female,krill,juvenile,healthy,2023
Adelie,Torgensen,26.5,15.7,172,3921,female,krill,juvenile,healthy,2023
Adelie,Torgensen,30.4,19.1,190,4724,female,krill,adult,healthy,2023
Adelie,Torgensen,28,20.1,195,4528,female,krill,adult,healthy,2023
Adelie,Torgensen,26.6,17,157,3870,female,krill,juvenile,healthy,2023
Adelie,Torgensen,22.7,19.2,141,3790,female,krill,juvenile,healthy,2023
Adelie,Torgensen,32.6,15.1,184,4036,female,krill,juvenile,healthy,2023
Adelie,Torgensen,29.7,15.8,159,4235,female,krill,juvenile,healthy,2023
Adelie,Torgensen,17.2,20,182,4007,female,krill,juvenile,healthy,2023
Adelie,Torgensen,30.8,15.5,178,3301,female,krill,juvenile,underweight,2023
Adelie,Torgensen,28.3,23.9,177,3958,female,krill,adult,underweight,2023
Adelie,Torgensen,31.4,18.9,182,4496,female,krill,juvenile,overweight,2023
Adelie,Torgensen,24.4,16.2,195,4211,male,krill,juvenile,underweight,2023
Adelie,Torgensen,31.1,18.2,250,4746,male,krill,juvenile,healthy,2023
Adelie,Torgensen,23.2,21.3,212,4264,male,krill,juvenile,underweight,2023
Adelie,Torgensen,32.8,21.2,185,3930,male,krill,juvenile,underweight,2023
Adelie,Torgensen,39.6,20.9,231,5080,male,krill,adult,underweight,2023
Adelie,Torgensen,33.4,17.5,250,5414,male,krill,adult,healthy,2023
Adelie,Torgensen,34.5,19.1,191,3978,male,krill,juvenile,underweight,2023
Adelie,Torgensen,32.5,16.9,216,5519,male,krill,adult,healthy,2023
Adelie,Torgensen,24.4,16.1,199,4482,male,krill,juvenile,underweight,2023
Adelie,Torgensen,28.7,15.6,205,4479,male,krill,juvenile,underweight,2023
Adelie,Torgensen,20.9,17.2,215,4820,male,krill,juvenile,healthy,2023
Adelie,Torgensen,36,17.9,198,5199,male,krill,adult,healthy,2023
Adelie,Torgensen,29.1,16.2,205,4628,male,krill,juvenile,healthy,2023
Adelie,Torgensen,28.4,18.1,207,4877,male,krill,juvenile,healthy,2023
Adelie,Torgensen,36,15.1,192,2703,female,parental,chick,underweight,2023
Adelie,Torgensen,36.2,15.7,163,2857,female,parental,chick,healthy,2023
Adelie,Torgensen,22.9,12,180,3088,female,parental,chick,healthy,2023
Adelie,Torgensen,26.2,14.7,163,3086,female,parental,chick,healthy,2023
Adelie,Torgensen,26.4,14.9,161,2857,female,parental,chick,healthy,2023
Adelie,Torgensen,36.3,16.1,184,3191,female,parental,chick,healthy,2023
Adelie,Torgensen,27,14.4,161,2966,female,parental,chick,healthy,2023
Adelie,Torgensen,33.5,16.1,170,2962,female,parental,chick,healthy,2023
Adelie,Torgensen,26.7,13.7,162,2984,female,parental,chick,healthy,2023
Adelie,Torgensen,35.4,13.9,194,3268,female,parental,chick,overweight,2023
Adelie,Torgensen,35.9,15.6,170,3218,female,parental,chick,overweight,2023
Adelie,Torgensen,38.3,12.9,159,3377,female,parental,chick,overweight,2023
Adelie,Torgensen,29.1,13.9,161,3110,female,parental,chick,healthy,2023
Adelie,Torgensen,30,14,191,3386,female,parental,chick,overweight,2023
Adelie,Torgensen,29.3,14.1,168,3048,female,parental,chick,healthy,2023
Adelie,Torgensen,33,15.7,189,3544,male,parental,chick,healthy,2023
Adelie,Torgensen,38.5,17,199,3550,male,parental,chick,healthy,2023
Adelie,Torgensen,32.3,16.4,177,3402,male,parental,chick,healthy,2023
Adelie,Torgensen,35.3,9.8,185,3715,male,parental,chick,healthy,2023
Adelie,Torgensen,31.7,16.3,186,3099,male,parental,chick,underweight,2023
Adelie,Torgensen,37.3,18.4,186,3023,male,parental,chick,underweight,2023
Adelie,Torgensen,32.5,12.1,203,3258,male,parental,chick,underweight,2023
Adelie,Torgensen,38,17.3,188,3591,male,parental,chick,healthy,2023
Adelie,Torgensen,33.9,19,194,3276,male,parental,chick,underweight,2023
Adelie,Torgensen,28.3,17.7,203,3483,male,parental,chick,healthy,2023
Adelie,Torgensen,39.6,18.1,202,3599,male,parental,chick,healthy,2023
Adelie,Torgensen,31.3,15.7,185,3522,male,parental,chick,healthy,2023
Adelie,Torgensen,16.3,12.6,195,3515,male,parental,chick,healthy,2023
Adelie,Torgensen,36.1,19.1,176,3856,male,parental,chick,overweight,2023
Adelie,Torgensen,31.9,17.8,186,3742,male,parental,chick,healthy,2023
Adelie,Torgensen,31.8,17.5,193,3145,male,parental,chick,underweight,2023
Adelie,Torgensen,34.1,13.5,199,3705,male,parental,chick,healthy,2023
Adelie,Torgensen,32.2,16.9,202,3826,male,parental,chick,overweight,2023
Adelie,Torgensen,35,16.5,160,3971,male,parental,chick,overweight,2023
Adelie,Torgensen,32.3,19.7,213,4343,female,squid,adult,healthy,2023
Adelie,Torgensen,42.3,18.4,198,5428,female,squid,adult,overweight,2023
Adelie,Torgensen,38.7,20.2,197,4744,female,squid,adult,healthy,2023
Adelie,Torgensen,52.1,24.2,230,5969,male,squid,adult,overweight,2023
Adelie,Torgensen,44.6,22,215,5986,male,squid,adult,overweight,2023
Adelie,Torgensen,29.8,19.7,195,4864,male,squid,juvenile,healthy,2023
Chinstrap,Dream,61.1,22.2,222,6411,female,fish,adult,overweight,2023
Chinstrap,Dream,47.7,19.2,208,5560,female,fish,adult,overweight,2023
Chinstrap,Dream,42.7,20,205,5471,female,fish,juvenile,overweight,2023
Chinstrap,Dream,46.4,18.6,249,5849,female,fish,adult,overweight,2023
Chinstrap,Dream,48.5,20.3,207,4645,female,fish,juvenile,overweight,2023
Chinstrap,Dream,35.6,20.4,207,5930,female,fish,juvenile,overweight,2023
Chinstrap,Dream,61.4,17.8,230,5104,female,fish,adult,healthy,2023
Chinstrap,Dream,38.8,18.7,204,4729,female,fish,juvenile,overweight,2023
Chinstrap,Dream,50.7,19.6,278,6290,female,fish,adult,overweight,2023
Chinstrap,Dream,61.8,19.9,242,6712,male,fish,juvenile,overweight,2023
Chinstrap,Dream,42.8,18.3,252,5605,male,fish,juvenile,overweight,2023
Chinstrap,Dream,55.8,23.9,242,8364,male,fish,adult,overweight,2023
Chinstrap,Dream,68.3,19.6,270,7652,male,fish,adult,overweight,2023
Chinstrap,Dream,54.5,20.9,202,5462,male,fish,juvenile,overweight,2023
Chinstrap,Dream,54.3,21.7,240,6068,male,fish,adult,healthy,2023
Chinstrap,Dream,63,17.5,276,7492,male,fish,adult,overweight,2023
Chinstrap,Dream,51.8,20.7,286,5693,male,fish,juvenile,overweight,2023
Chinstrap,Dream,51.8,18.8,232,5498,male,fish,juvenile,overweight,2023
Chinstrap,Dream,56.5,19.4,256,7879,male,fish,adult,overweight,2023
Chinstrap,Dream,30.4,18.7,202,4295,male,krill,juvenile,underweight,2023
Chinstrap,Dream,27.3,20.3,168,3581,female,krill,juvenile,underweight,2023
Chinstrap,Dream,25.1,15.5,185,4116,female,krill,juvenile,healthy,2023
Chinstrap,Dream,29,18.4,188,3912,female,krill,juvenile,healthy,2023
Chinstrap,Dream,19.9,16.6,175,3910,female,krill,juvenile,healthy,2023
Chinstrap,Dream,28.9,17.6,188,3422,female,krill,juvenile,underweight,2023
Chinstrap,Dream,29.6,20.6,215,4516,female,krill,adult,healthy,2023
Chinstrap,Dream,28.1,15.5,176,3027,female,krill,juvenile,underweight,2023
Chinstrap,Dream,29.7,18.7,190,5407,female,krill,adult,healthy,2023
Chinstrap,Dream,29.7,19.2,190,5121,female,krill,adult,healthy,2023
Chinstrap,Dream,29.7,20.8,202,4330,female,krill,adult,underweight,2023
Chinstrap,Dream,34.2,22.2,196,5124,female,krill,adult,healthy,2023
Chinstrap,Dream,33.7,16.7,224,4168,female,krill,adult,underweight,2023
Chinstrap,Dream,27.5,16.7,170,4526,female,krill,juvenile,healthy,2023
Chinstrap,Dream,22.2,17.7,183,3753,female,krill,juvenile,underweight,2023
Chinstrap,Dream,29.4,17.7,177,3714,female,krill,juvenile,underweight,2023
Chinstrap,Dream,32.8,20.8,201,5065,female,krill,adult,healthy,2023
Chinstrap,Dream,18.6,15.5,175,4422,female,krill,juvenile,healthy,2023
Chinstrap,Dream,27.8,17.6,206,4392,female,krill,juvenile,healthy,2023
Chinstrap,Dream,29.1,17.2,166,4188,female,krill,juvenile,healthy,2023
Chinstrap,Dream,32.3,21.4,215,4586,female,krill,adult,healthy,2023
Chinstrap,Dream,35,20.1,204,4392,female,krill,adult,underweight,2023
Chinstrap,Dream,20.2,17.1,199,4084,female,krill,juvenile,healthy,2023
Chinstrap,Dream,26.9,20.4,185,4343,female,krill,juvenile,healthy,2023
Chinstrap,Dream,27.3,16.9,168,3545,female,krill,juvenile,underweight,2023
Chinstrap,Dream,31.4,16.4,183,4875,female,krill,juvenile,overweight,2023
Chinstrap,Dream,28.3,19.2,214,3444,female,krill,juvenile,underweight,2023
Chinstrap,Dream,22.5,17,196,4213,female,krill,juvenile,healthy,2023
Chinstrap,Dream,24.7,20.1,199,4361,female,krill,adult,underweight,2023
Chinstrap,Dream,30.7,21.5,170,3649,female,krill,juvenile,underweight,2023
Chinstrap,Dream,32.4,17,181,3293,female,krill,juvenile,underweight,2023
Chinstrap,Dream,31.5,18.1,202,3825,female,krill,adult,underweight,2023
Chinstrap,Dream,28.4,17.6,173,4429,female,krill,juvenile,healthy,2023
Chinstrap,Dream,24.6,17.4,188,4017,female,krill,juvenile,healthy,2023
Chinstrap,Dream,25.3,19.5,189,4384,female,krill,juvenile,healthy,2023
Chinstrap,Dream,32.7,17.3,222,4832,female,krill,adult,healthy,2023
Chinstrap,Dream,22.7,23.4,191,3881,female,krill,juvenile,healthy,2023
Chinstrap,Dream,22,16.6,201,3815,female,krill,juvenile,underweight,2023
Chinstrap,Dream,32.3,21.1,193,5118,female,krill,adult,healthy,2023
Chinstrap,Dream,32.5,21.9,193,4607,female,krill,adult,healthy,2023
Chinstrap,Dream,25.5,18.4,188,4207,female,krill,juvenile,healthy,2023
Chinstrap,Dream,32.3,21.2,184,5020,female,krill,adult,healthy,2023
Chinstrap,Dream,33.5,20.1,225,4576,female,krill,adult,healthy,2023
Chinstrap,Dream,27.9,21.3,180,5223,female,krill,adult,healthy,2023
Chinstrap,Dream,36,19.1,179,4723,female,krill,adult,healthy,2023
Chinstrap,Dream,25.4,16.7,190,3878,female,krill,juvenile,healthy,2023
Chinstrap,Dream,26.1,14.4,179,4352,female,krill,juvenile,healthy,2023
Chinstrap,Dream,32.5,19.7,185,3694,male,krill,juvenile,underweight,2023
Chinstrap,Dream,29.1,19.6,212,4365,male,krill,juvenile,underweight,2023
Chinstrap,Dream,38.3,23.6,225,4715,male,krill,adult,underweight,2023
Chinstrap,Dream,21.8,19.6,248,5495,male,krill,adult,underweight,2023
Chinstrap,Dream,28.9,20.5,203,3891,male,krill,juvenile,underweight,2023
Chinstrap,Dream,34.5,21.5,235,5026,male,krill,juvenile,healthy,2023
Chinstrap,Dream,38.8,19.3,211,4445,male,krill,juvenile,underweight,2023
Chinstrap,Dream,38.4,18,191,4482,male,krill,juvenile,underweight,2023
Chinstrap,Dream,34,21,206,5865,male,krill,adult,healthy,2023
Chinstrap,Dream,29.3,18.4,209,3951,male,krill,juvenile,underweight,2023
Chinstrap,Dream,31.8,18.8,206,5012,male,krill,juvenile,healthy,2023
Chinstrap,Dream,34.3,17.7,205,4368,male,krill,juvenile,underweight,2023
Chinstrap,Dream,23,20.2,202,5366,male,krill,juvenile,healthy,2023
Chinstrap,Dream,28.4,24.5,216,5437,male,krill,adult,underweight,2023
Chinstrap,Dream,31.7,17.1,197,5286,male,krill,juvenile,healthy,2023
Chinstrap,Dream,29.2,20.7,229,6377,male,krill,adult,healthy,2023
Chinstrap,Dream,35.2,18.3,195,5502,male,krill,juvenile,overweight,2023
Chinstrap,Dream,20.8,18.5,193,4797,male,krill,juvenile,healthy,2023
Chinstrap,Dream,25.6,19.5,240,5057,male,krill,juvenile,healthy,2023
Chinstrap,Dream,32.6,22.8,196,5537,male,krill,adult,healthy,2023
Chinstrap,Dream,27.3,20,228,4812,male,krill,juvenile,healthy,2023
Chinstrap,Dream,31.5,17.5,224,4814,male,krill,juvenile,healthy,2023
Chinstrap,Dream,34,19.2,205,4388,male,krill,juvenile,underweight,2023
Chinstrap,Dream,21.4,25.6,198,5226,male,krill,juvenile,healthy,2023
Chinstrap,Dream,21.1,21.1,212,4693,male,krill,juvenile,healthy,2023
Chinstrap,Dream,30.8,18.9,196,4379,male,krill,juvenile,underweight,2023
Chinstrap,Dream,28.2,21.9,205,5318,male,krill,juvenile,healthy,2023
Chinstrap,Dream,20.2,17.9,211,5275,male,krill,juvenile,healthy,2023
Chinstrap,Dream,29.1,19.6,199,4855,male,krill,juvenile,healthy,2023
Chinstrap,Dream,28.2,20.5,183,4531,male,krill,juvenile,underweight,2023
Chinstrap,Dream,27,19.4,236,5205,male,krill,adult,underweight,2023
Chinstrap,Dream,32.9,13.3,164,2892,female,parental,chick,underweight,2023
Chinstrap,Dream,36.5,18,174,3568,female,parental,chick,overweight,2023
Chinstrap,Dream,22.4,16.1,162,3329,female,parental,chick,healthy,2023
Chinstrap,Dream,36,13.7,181,3150,female,parental,chick,healthy,2023
Chinstrap,Dream,29.2,20.7,179,3180,female,parental,chick,healthy,2023
Chinstrap,Dream,30.9,10.9,168,3470,female,parental,chick,overweight,2023
Chinstrap,Dream,32.1,15.9,174,3535,female,parental,chick,overweight,2023
Chinstrap,Dream,27.6,18.6,173,2967,female,parental,chick,healthy,2023
Chinstrap,Dream,27,15,157,3017,female,parental,chick,healthy,2023
Chinstrap,Dream,32.8,16.3,179,3111,female,parental,chick,healthy,2023
Chinstrap,Dream,39.6,17,169,3044,female,parental,chick,healthy,2023
Chinstrap,Dream,28.2,11.4,165,2749,female,parental,chick,underweight,2023
Chinstrap,Dream,28.2,13.8,182,2996,female,parental,chick,healthy,2023
Chinstrap,Dream,27.1,15.9,177,3024,female,parental,chick,healthy,2023
Chinstrap,Dream,31.1,15.8,184,2900,female,parental,chick,underweight,2023
Chinstrap,Dream,30.6,14,192,3964,male,parental,chick,healthy,2023
Chinstrap,Dream,35.7,18.1,204,3959,male,parental,chick,healthy,2023
Chinstrap,Dream,41.9,17.1,190,4040,male,parental,chick,healthy,2023
Chinstrap,Dream,40.9,18.1,200,3774,male,parental,chick,healthy,2023
Chinstrap,Dream,40.9,16.4,187,3840,male,parental,chick,healthy,2023
Chinstrap,Dream,38.8,15.9,199,3862,male,parental,chick,healthy,2023
Chinstrap,Dream,40.3,16.6,213,3915,male,parental,chick,healthy,2023
Chinstrap,Dream,39.4,15.2,184,3280,male,parental,chick,underweight,2023
Chinstrap,Dream,37.3,14.4,181,3773,male,parental,chick,healthy,2023
Chinstrap,Dream,37.2,16.8,193,3794,male,parental,chick,healthy,2023
Chinstrap,Dream,33,16.1,191,3698,male,parental,chick,healthy,2023
Chinstrap,Dream,46.6,19.4,221,5179,female,squid,adult,healthy,2023
Chinstrap,Dream,41.4,19.3,222,5453,female,squid,adult,healthy,2023
Chinstrap,Dream,37.7,16.2,193,4992,female,squid,juvenile,overweight,2023
Chinstrap,Dream,46.4,17.8,186,5604,male,squid,juvenile,overweight,2023
Chinstrap,Dream,46,22,258,6096,male,squid,adult,healthy,2023
Chinstrap,Dream,44.4,22.6,207,7135,male,squid,adult,overweight,2023
Chinstrap,Dream,43.2,18.8,207,5223,male,squid,juvenile,healthy,2023
Chinstrap,Dream,54,23.7,212,5273,male,squid,juvenile,healthy,2023
Chinstrap,Dream,47.2,20,246,7485,male,squid,adult,overweight,2023
Gentoo,Biscoe,47,19.8,233,5623,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,66.2,18.2,230,5736,female,fish,adult,healthy,2023
Gentoo,Biscoe,51.1,18.8,244,7147,female,fish,adult,overweight,2023
Gentoo,Biscoe,56.8,19.8,229,4817,female,fish,juvenile,healthy,2023
Gentoo,Biscoe,45.8,22.1,232,5986,female,fish,adult,healthy,2023
Gentoo,Biscoe,57.4,21.8,244,7152,female,fish,adult,overweight,2023
Gentoo,Biscoe,66.1,22.3,243,6221,female,fish,adult,overweight,2023
Gentoo,Biscoe,61.3,18.3,212,5674,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,51.4,21.2,218,5512,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,48.9,24.6,244,6083,female,fish,adult,healthy,2023
Gentoo,Biscoe,52.4,17.7,225,4618,female,fish,juvenile,healthy,2023
Gentoo,Biscoe,51.7,16.5,227,4970,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,52.9,18.9,201,4931,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,58.4,20.8,203,5965,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,52.8,20.3,193,5824,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,47.7,19.3,206,4675,female,fish,juvenile,healthy,2023
Gentoo,Biscoe,59.8,16.4,241,6658,female,fish,adult,overweight,2023
Gentoo,Biscoe,66.1,19.6,268,6051,female,fish,adult,healthy,2023
Gentoo,Biscoe,51.2,21.2,204,5337,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,57.2,17.5,257,7505,female,fish,adult,overweight,2023
Gentoo,Biscoe,57.8,19,208,5823,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,59,19.9,266,6151,female,fish,adult,overweight,2023
Gentoo,Biscoe,56,20.3,202,4962,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,52.2,15.7,204,5363,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,50.8,20.4,231,6323,female,fish,adult,overweight,2023
Gentoo,Biscoe,47.1,19.3,212,4539,female,fish,juvenile,healthy,2023
Gentoo,Biscoe,62.2,20.3,243,6410,female,fish,adult,overweight,2023
Gentoo,Biscoe,47.7,20.2,246,6211,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,59.3,15.9,244,6204,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,65,18.8,223,5737,female,fish,adult,healthy,2023
Gentoo,Biscoe,59.5,20.3,223,6369,female,fish,adult,overweight,2023
Gentoo,Biscoe,57.2,19.7,212,5802,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,62.8,20,220,5630,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,58.2,19.3,250,4822,female,fish,juvenile,healthy,2023
Gentoo,Biscoe,63.4,19.2,243,6651,female,fish,adult,overweight,2023
Gentoo,Biscoe,58.5,17.8,201,5556,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,48.1,21.2,198,5376,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,45.4,25,248,5294,female,fish,adult,healthy,2023
Gentoo,Biscoe,45.5,20.2,208,5044,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,49.7,19.7,205,5805,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,60.6,16.7,217,5185,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,65,21.4,237,6368,female,fish,adult,overweight,2023
Gentoo,Biscoe,51.9,15.6,235,5947,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,57.9,21.6,212,5571,female,fish,juvenile,overweight,2023
Gentoo,Biscoe,64,22.1,236,6743,female,fish,adult,overweight,2023
Gentoo,Biscoe,68.8,19.6,238,5220,male,fish,juvenile,healthy,2023
Gentoo,Biscoe,58,20,232,8089,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,58.9,19.4,244,6777,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,69.4,20.5,260,6415,male,fish,adult,healthy,2023
Gentoo,Biscoe,56.9,26.5,238,6451,male,fish,adult,healthy,2023
Gentoo,Biscoe,63.1,18.3,223,7090,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,50.8,18.9,222,6521,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,61.9,21.1,223,7072,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,72,19.9,258,6661,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,78.7,23.1,283,8099,male,fish,adult,overweight,2023
Gentoo,Biscoe,60.8,18.8,239,5732,male,fish,juvenile,healthy,2023
Gentoo,Biscoe,45.1,19.8,239,5064,male,fish,juvenile,healthy,2023
Gentoo,Biscoe,70.4,21.6,282,7452,male,fish,adult,overweight,2023
Gentoo,Biscoe,60.1,17.8,270,6109,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,61.2,24,264,6914,male,fish,adult,healthy,2023
Gentoo,Biscoe,83.8,20.5,270,7632,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,61.9,20.2,264,9404,male,fish,adult,overweight,2023
Gentoo,Biscoe,64.9,18.4,202,5720,male,fish,juvenile,healthy,2023
Gentoo,Biscoe,63.8,19.9,266,7523,male,fish,adult,overweight,2023
Gentoo,Biscoe,64.9,21,239,6348,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,52.5,22.3,253,7691,male,fish,adult,overweight,2023
Gentoo,Biscoe,60.5,19.7,259,6632,male,fish,juvenile,overweight,2023
Gentoo,Biscoe,73.5,18.6,302,7375,male,fish,adult,overweight,2023
Gentoo,Biscoe,46.9,19.9,247,7669,male,fish,juvenile,overweight,2023
